"video_id","author","published","text","clean_text","sentiment_label","sentiment_score","sentiment_analysis_at","extracted_at"
"SzXMacu80o8","@deliyagendhis4245","4 minggu yang lalu","Siapa yang Kesini cuma mau liat komen² tp skip isi video nya coba cung","Siapa yang Kesini cuma mau liat komen² tp skip isi video nya coba cung","negative","0.9986224174499512","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@debyprastio2900","2 minggu yang lalu","Lancar banget. Ya iyalah ada contekan nya di depan.","Lancar banget. Ya iyalah ada contekan nya di depan.","positive","0.5407848954200745","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@edisaputro2464","3 minggu yang lalu","Dari video ini membuktikan 99% komen negatif 1% komen positif, Bukti nyata dengan ketidakpuasan publik terhadap kinerja wapres kita.","Dari video ini membuktikan 99 komen negatif 1 komen positif, Bukti nyata dengan ketidakpuasan publik terhadap kinerja wapres kita.","negative","0.8646858334541321","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@muhammadadinugraha8996","3 minggu yang lalu","Anda tanpa Bapak Anda hanyalah Mas Mas biasa.","Anda tanpa Bapak Anda hanyalah Mas Mas biasa.","negative","0.9736675024032593","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@jokopurnomo5686","3 minggu yang lalu","Hai para BEM, undang WAPRES ini ke kampus2 utk memberi kuliah umum dan memotivasi para anak muda utk semakin BINGUNG....","Hai para BEM, undang WAPRES ini ke kampus2 utk memberi kuliah umum dan memotivasi para anak muda utk semakin BINGUNG....","neutral","0.9819037318229675","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@bibi17851","2 minggu yang lalu","Termkasi sdh jadi bukti nyata bahwa pendidikan itu teramat penting...","Termkasi sdh jadi bukti nyata bahwa pendidikan itu teramat penting...","positive","0.9792571067810059","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@MaskiRefers","3 minggu yang lalu","Terima kasih, Video ini menginspirasi kami bhw intelektualitas tdk bisa dibeli dgn jabatan dan koneksi ortu kalau dia sendirinya emang kosong dan ga mau upgrade.","Terima kasih, Video ini menginspirasi kami bhw intelektualitas tdk bisa dibeli dgn jabatan dan koneksi ortu kalau dia sendirinya emang kosong dan ga mau upgrade.","positive","0.9563254117965698","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@syifaulfikri3318","3 minggu yang lalu (diedit)","Kesini gara-gara video terbaru Ferry Irwandi ngemention nih orang karena style videonya mirip sama punya nya, cuman bedanya di video ini lu ngomong kayak orang kelilit pinjol... No expression, no gestures, flat tone of voice and the most boring thing is that it's really obvious that you're reading the prompter. Lu coba cek deh video bang Ferry yang terbaru. Ditutorin tuh cara bikin yang bener bahkan tanpa prompter, long shot, no cut, and no editing gimmicks.","Kesini gara gara video terbaru Ferry Irwandi ngemention nih orang karena style videonya mirip sama punya nya, cuman bedanya di video ini lu ngomong kayak orang kelilit pinjol... No expression, no gestures, flat tone of voice and the most boring thing is that it s really obvious that you re reading the prompter. Lu coba cek deh video bang Ferry yang terbaru. Ditutorin tuh cara bikin yang bener bahkan tanpa prompter, long shot, no cut, and no editing gimmicks.","negative","0.9939648509025574","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@SiPalingBogor","3 minggu yang lalu","Kita ga akan kalah sama AI, kita cuman kalah sama pejabat yang curang dan korup.","Kita ga akan kalah sama AI, kita cuman kalah sama pejabat yang curang dan korup.","negative","0.9989559650421143","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@FalcoDeCortez","4 hari yang lalu","Ini benar-benar merupakan langkah besar dan sebuah kesempatan emas. Indonesia tidak seburuk yang sering digambarkan—banyak capaian hari ini adalah hasil kerja keras para pendahulu. Kita harus memberikan apresiasi dan rasa terima kasih kepada mereka.

Meskipun perjalanan bangsa ini penuh tantangan, membutuhkan waktu yang sangat panjang, melibatkan kolaborasi lintas generasi serta berbagai peristiwa besar yang mewarnainya, Indonesia tetap mampu bertahan dan terus melangkah maju. Ketahanan inilah yang menjadi kekuatan kita sebagai bangsa.

Melalui video ini, saya merasa tergerak untuk kembali melihat Indonesia secara lebih adil dan mendalam. Ada banyak hal yang patut kita kritisi, benar, tetapi ada pula banyak hal yang pantas kita syukuri. Semoga generasi sekarang dan mendatang dapat terus menjaga api perjuangan ini, menyempurnakan yang belum selesai, dan merawat yang telah dicapai.🍷","Ini benar benar merupakan langkah besar dan sebuah kesempatan emas. Indonesia tidak seburuk yang sering digambarkan banyak capaian hari ini adalah hasil kerja keras para pendahulu. Kita harus memberikan apresiasi dan rasa terima kasih kepada mereka. Meskipun perjalanan bangsa ini penuh tantangan, membutuhkan waktu yang sangat panjang, melibatkan kolaborasi lintas generasi serta berbagai peristiwa besar yang mewarnainya, Indonesia tetap mampu bertahan dan terus melangkah maju. Ketahanan inilah yang menjadi kekuatan kita sebagai bangsa. Melalui video ini, saya merasa tergerak untuk kembali melihat Indonesia secara lebih adil dan mendalam. Ada banyak hal yang patut kita kritisi, benar, tetapi ada pula banyak hal yang pantas kita syukuri. Semoga generasi sekarang dan mendatang dapat terus menjaga api perjuangan ini, menyempurnakan yang belum selesai, dan merawat yang telah dicapai.","positive","0.9964420199394226","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@redbear9111","4 minggu yang lalu","AI itu luas mas...bukan hanya bicara generator gambar dan chat gpt..

Mungkin dia bicara tentang peluang anak bangsa membuat / memproduksi AI sendiri seperti yang dilakukan deepseek di China...

AI itu penting...mobil tanpa pengemudi, pesawat tanpa awak, robot humanoid, superkomputer itu juga AI, dan negara maju berlomba mengembangkan itu...

Jadi tolong jangan mengartikan AI itu terlalu sempit...cuman generator gambar atau chat gpt..😂😂..ditertawakan dunia kita..😂😂...","AI itu luas mas...bukan hanya bicara generator gambar dan chat gpt.. Mungkin dia bicara tentang peluang anak bangsa membuat memproduksi AI sendiri seperti yang dilakukan deepseek di China... AI itu penting...mobil tanpa pengemudi, pesawat tanpa awak, robot humanoid, superkomputer itu juga AI, dan negara maju berlomba mengembangkan itu... Jadi tolong jangan mengartikan AI itu terlalu sempit...cuman generator gambar atau chat gpt.. ..ditertawakan dunia kita.. ...","negative","0.9506812691688538","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@jumpgame6175","4 minggu yang lalu","Namanya aja Karbit, yang penting dapat bahan buat nyari suara","Namanya aja Karbit, yang penting dapat bahan buat nyari suara","positive","0.7871624231338501","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@a2n56","4 minggu yang lalu","Padahal pemerintah gk bantu apa² njiir","Padahal pemerintah gk bantu apa² njiir","negative","0.9990875720977783","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@veiniev","4 minggu yang lalu","​ @redbear9111  tp yg beliau gaung gaungkan itu selalu ttg ai generate image atau video doang kak, bahkan dia bikin lomba cuman buat selesein soal pake prompt ai doang 😭","redbear9111 tp yg beliau gaung gaungkan itu selalu ttg ai generate image atau video doang kak, bahkan dia bikin lomba cuman buat selesein soal pake prompt ai doang","negative","0.9883654117584229","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@kaizerxr","4 minggu yang lalu","​ @redbear9111 emang ada pemerintah bahas cara buat AI ? lawak lo buzzer🤡","redbear9111 emang ada pemerintah bahas cara buat AI ? lawak lo buzzer","negative","0.9912023544311523","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@di-gun5791","4 minggu yang lalu"," @redbear9111  tapi yang dibahas itu emang generative ai mas buzzer, sekali2 perhatiin junjungan sendiri kenapa","redbear9111 tapi yang dibahas itu emang generative ai mas buzzer, sekali2 perhatiin junjungan sendiri kenapa","negative","0.995474636554718","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@ramdany7","4 minggu yang lalu","@redbear9111 Apakah yang biasa dibahas Wapres kita ini machine learning? Apakah LLM? Apakah chipset dan industri teknologi? Kaga ada bjirr.. 😂

Yang dia praktekan dan dia pamerin malahan cuma hal-hal dasar macam nulis promp dan gunain generative AI, ya pantes orang-orang ngira dia cetek dan pada ngetawain.","redbear9111 Apakah yang biasa dibahas Wapres kita ini machine learning? Apakah LLM? Apakah chipset dan industri teknologi? Kaga ada bjirr.. Yang dia praktekan dan dia pamerin malahan cuma hal hal dasar macam nulis promp dan gunain generative AI, ya pantes orang orang ngira dia cetek dan pada ngetawain.","negative","0.998849630355835","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@XBabyDanz","4 minggu yang lalu","King of AI 😂","King of AI","positive","0.9879100322723389","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@Vandy--","4 minggu yang lalu"," @redbear9111  Dari videonya aja sudah kontradiktif kok, produksi video kampanye pakai AI + promosi mbg pakai AI + ucapan idul fitri juga pakai AI. Kalau bicara AI. Dari 3 product yg sudah dirilis oleh pemerintah kemarin bukannya itu yg saat ini mereka bisa? Dan ironisnya malah angkat pamor dia sendiri dengan menjunjung film Jumbo karya animasi yg dibuat selama 5 tahun dan TIDAK MENGGUNAKAN AI. Lalu promosi 3 video yg disebutin dia menggunakan AI, ironis ga tuh?

1 lagi, selama ini yg keluar di publik tentang gaungan dia mengenai AI di masyarakat itu emang apa saja?? Selama ini cuma mentok generate gambar dan video menggunakan AI doang, dan mentok ke SMP - SMA doang, coba dong dia ngelakuin kayak gitu ke universitas atau kreator-kreator lokal kalau ga habis digoreng program"" nya dia.

Kalau generate gambar dan video AI mah anak SMP-SMA juga bisa dan gratis pula.. 

Secara ga langsung kesimpulan lu sendiri diakhir itu pernyataan lu untuk Gibran le, baru kali ini liat buzzer pemerintah tapi diakhir kesimpulannya malah nyerang atasannya sendiri aowkoawkowka LAWAK!!","redbear9111 Dari videonya aja sudah kontradiktif kok, produksi video kampanye pakai AI promosi mbg pakai AI ucapan idul fitri juga pakai AI. Kalau bicara AI. Dari 3 product yg sudah dirilis oleh pemerintah kemarin bukannya itu yg saat ini mereka bisa? Dan ironisnya malah angkat pamor dia sendiri dengan menjunjung film Jumbo karya animasi yg dibuat selama 5 tahun dan TIDAK MENGGUNAKAN AI. Lalu promosi 3 video yg disebutin dia menggunakan AI, ironis ga tuh? 1 lagi, selama ini yg keluar di publik tentang gaungan dia mengenai AI di masyarakat itu emang apa saja?? Selama ini cuma mentok generate gambar dan video menggunakan AI doang, dan mentok ke SMP SMA doang, coba dong dia ngelakuin kayak gitu ke universitas atau kreator kreator lokal kalau ga habis digoreng program nya dia. Kalau generate gambar dan video AI mah anak SMP SMA juga bisa dan gratis pula.. Secara ga langsung kesimpulan lu sendiri diakhir itu pernyataan lu untuk Gibran le, baru kali ini liat buzzer pemerintah tapi diakhir kesimpulannya malah nyerang atasannya sendiri aowkoawkowka LAWAK!!","negative","0.9993116855621338","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@hedyherwanto664","4 minggu yang lalu","Maap mas wapres videonya saya mute dari awal, kesini cuma mau liat koment yg lebih menghibur drpd penjelasan anda 🙏😅","Maap mas wapres videonya saya mute dari awal, kesini cuma mau liat koment yg lebih menghibur drpd penjelasan anda","negative","0.9010700583457947","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@tesbuatsh","4 minggu yang lalu","Kritik terhadap Gibran dalam konteks video ""Bonus Demografi"" versi chatgpt:

1. Terlalu normatif – Hanya mengajak anak muda untuk aktif, tanpa menjelaskan kebijakan konkret dari pemerintah.

2. Minim solusi struktural – Tidak menyebut bagaimana negara akan menyediakan akses pendidikan, pelatihan, atau lapangan kerja.

3. Lempar tanggung jawab – Seolah beban bonus demografi sepenuhnya di tangan generasi muda, padahal pemerintah yang harus menciptakan ekosistemnya.

4. Kurang arah teknis – Tidak dijelaskan bagaimana cara kolaborasi atau program yang bisa diakses publik secara langsung.","Kritik terhadap Gibran dalam konteks video Bonus Demografi versi chatgpt 1. Terlalu normatif Hanya mengajak anak muda untuk aktif, tanpa menjelaskan kebijakan konkret dari pemerintah. 2. Minim solusi struktural Tidak menyebut bagaimana negara akan menyediakan akses pendidikan, pelatihan, atau lapangan kerja. 3. Lempar tanggung jawab Seolah beban bonus demografi sepenuhnya di tangan generasi muda, padahal pemerintah yang harus menciptakan ekosistemnya. 4. Kurang arah teknis Tidak dijelaskan bagaimana cara kolaborasi atau program yang bisa diakses publik secara langsung.","negative","0.9983774423599243","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@tesbuatsh","4 minggu yang lalu","Kritik Tajam untuk Gibran soal Video Bonus Demografi versi chatgpt:

Cuma Pandai Ajak, Bukan Bikin Kebijakan
Ngomong soal anak muda harus adaptif dan kreatif, tapi nggak jelas program nyatanya apa dari pemerintah. Jangan cuma jadi motivator—Anda itu Wapres, bukan content creator.

Lempar Tanggung Jawab ke Generasi Muda
Seolah masa depan bangsa sepenuhnya beban anak muda, padahal pemerintah yang punya kuasa bikin sistem yang mendukung. Mana roadmap-nya?

Tutup Mata pada Ketimpangan Akses
Bicara soal potensi 208 juta penduduk produktif, tapi nggak bahas soal anak muda di daerah yang nggak punya akses pendidikan, internet, atau kerja. Bonus demografi bisa jadi bencana kalau ini diabaikan.

Nggak Ada Arah, Nggak Ada Solusi
Cuma pidato indah, nol strategi. Kalau serius mau ajak anak muda berperan, buka ruang, kasih fasilitas, dan jalankan kebijakan yang adil.

Kalau mau, versi ini bisa dimasukkan ke artikel opini, media sosial, atau konten aktivisme digital. Perlu bantuannya?","Kritik Tajam untuk Gibran soal Video Bonus Demografi versi chatgpt Cuma Pandai Ajak, Bukan Bikin Kebijakan Ngomong soal anak muda harus adaptif dan kreatif, tapi nggak jelas program nyatanya apa dari pemerintah. Jangan cuma jadi motivator Anda itu Wapres, bukan content creator. Lempar Tanggung Jawab ke Generasi Muda Seolah masa depan bangsa sepenuhnya beban anak muda, padahal pemerintah yang punya kuasa bikin sistem yang mendukung. Mana roadmap nya? Tutup Mata pada Ketimpangan Akses Bicara soal potensi 208 juta penduduk produktif, tapi nggak bahas soal anak muda di daerah yang nggak punya akses pendidikan, internet, atau kerja. Bonus demografi bisa jadi bencana kalau ini diabaikan. Nggak Ada Arah, Nggak Ada Solusi Cuma pidato indah, nol strategi. Kalau serius mau ajak anak muda berperan, buka ruang, kasih fasilitas, dan jalankan kebijakan yang adil. Kalau mau, versi ini bisa dimasukkan ke artikel opini, media sosial, atau konten aktivisme digital. Perlu bantuannya?","negative","0.9984498023986816","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@dandandan-hn7fx","4 minggu yang lalu","​ @redbear9111 iya betul AI itu luas, tapi wapres lu ngegaungin gambar + video dia yang dia edit AI mulu. Wapres malu maluin 😂","redbear9111 iya betul AI itu luas, tapi wapres lu ngegaungin gambar video dia yang dia edit AI mulu. Wapres malu maluin","negative","0.9993815422058105","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@doblehgumuy","4 minggu yang lalu","​ @redbear9111 lucu masih maksa di cebokin, kocak musuh terbesar visual artist itu ya Ai, jelas2 Ai merusak artisan malah di cebokin lucu bet ternak ini","redbear9111 lucu masih maksa di cebokin, kocak musuh terbesar visual artist itu ya Ai, jelas2 Ai merusak artisan malah di cebokin lucu bet ternak ini","negative","0.991894543170929","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@redbear9111","4 minggu yang lalu","​ @doblehgumuy ooo..ai yang lu kenal cuman untuk seni doang...pantesan B3G0..","doblehgumuy ooo..ai yang lu kenal cuman untuk seni doang...pantesan B3G0..","negative","0.9981966614723206","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@redbear9111","4 minggu yang lalu","​ @di-gun5791 dimana dia membahas tentang generatif ai..?..😂😂..Anis juga memakai itu juga kok.

Saya lihat dia cuman membahas tentang AI..tidak ada bicara spesifik generatif AI..??","di gun5791 dimana dia membahas tentang generatif ai..?.. ..Anis juga memakai itu juga kok. Saya lihat dia cuman membahas tentang AI..tidak ada bicara spesifik generatif AI..??","negative","0.9957665205001831","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@redbear9111","4 minggu yang lalu","​Sejarah perkembangan kecerdasan buatan (Artificial Intelligence/AI) dan pembelajaran mesin (Machine Learning/ML) di Indonesia dimulai pada tahun 1980-an ketika beberapa universitas terkemuka di negara ini mulai melakukan riset awal dalam bidang ini.

Kau ketik cara membuat AI di google banyak...

Kau ketik AI buatan indonesia juga sudah banyak..

Pemerintah itu kerjanya memberi inspirasi dan semangat kepada anak muda untuk menekuni bidang AI...kalau soal Teknis di google banyak..😂😂😂","Sejarah perkembangan kecerdasan buatan Artificial Intelligence AI dan pembelajaran mesin Machine Learning ML di Indonesia dimulai pada tahun 1980 an ketika beberapa universitas terkemuka di negara ini mulai melakukan riset awal dalam bidang ini. Kau ketik cara membuat AI di google banyak... Kau ketik AI buatan indonesia juga sudah banyak.. Pemerintah itu kerjanya memberi inspirasi dan semangat kepada anak muda untuk menekuni bidang AI...kalau soal Teknis di google banyak..","positive","0.9411567449569702","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@alfiankhairul466","4 minggu yang lalu"," @redbear9111  lah ngapain bawa-bawa anies 🤣. lagian coba sebutin, kapan pak anies pake gambar ai? selama kampanye aja blio banyak make jasa illustrator, ga kaya junjungan lo yang kampanye terang-terangan pake gambar hasil ai. gw punya pertanyaan deh buat lo, kok mau sih belain orang se kosong itu demi 400 perak? serendah itu kah hiduplu?","redbear9111 lah ngapain bawa bawa anies . lagian coba sebutin, kapan pak anies pake gambar ai? selama kampanye aja blio banyak make jasa illustrator, ga kaya junjungan lo yang kampanye terang terangan pake gambar hasil ai. gw punya pertanyaan deh buat lo, kok mau sih belain orang se kosong itu demi 400 perak? serendah itu kah hiduplu?","negative","0.9984331727027893","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@hualian-fr2iv","4 minggu yang lalu","​ @redbear9111  pak, jujur aja nih, anda lebih pinter daripada seseorang yang barusan anda bela. 

Cuman anda ini aga pikun dikit, memang benar ko.. dia hanya bicara tentang image ai, video ai, dan chat gpt buat selesaikan masalah.","redbear9111 pak, jujur aja nih, anda lebih pinter daripada seseorang yang barusan anda bela. Cuman anda ini aga pikun dikit, memang benar ko.. dia hanya bicara tentang image ai, video ai, dan chat gpt buat selesaikan masalah.","negative","0.9968210458755493","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@xsemprot","4 minggu yang lalu","​ @redbear9111  Pertanyaan gw sederhana, wapres lu pengen kita jd pengguna AI atau jd developer AI? Wapres lu ngerti neural network atau cuma prompt?","redbear9111 Pertanyaan gw sederhana, wapres lu pengen kita jd pengguna AI atau jd developer AI? Wapres lu ngerti neural network atau cuma prompt?","negative","0.963664174079895","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@iyanriyana6534","4 minggu yang lalu","​ @redbear9111 Kok mungkin sih, udah konfirmasi langsung ke orangnya? Jangan mengada-ada kalau komen karena jatuhnya sama dengan omong kosong doang","redbear9111 Kok mungkin sih, udah konfirmasi langsung ke orangnya? Jangan mengada ada kalau komen karena jatuhnya sama dengan omong kosong doang","negative","0.9991600513458252","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@secretiveplotter4018","4 minggu yang lalu"," @xsemprot  cuma prompt bang 😂","xsemprot cuma prompt bang","negative","0.995309054851532","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@afdarfaturohman","4 minggu yang lalu"," @redbear9111 lah bukannya kita udah ditertawakan dunia atas terpilihnya wapres dari ngacak2 MK?","redbear9111 lah bukannya kita udah ditertawakan dunia atas terpilihnya wapres dari ngacak2 MK?","negative","0.9967432618141174","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@andhikasiapa5549","4 minggu yang lalu","​ @redbear9111 Buzzer ya? polos banget dah lu. Kita semua jelas paham, AI ga cuma sebatas buat gambar, tapi di kesehariannya gibran ini selalu promosi apapun pakai generatif gambar menggunakan AI. Terus sekarang, ketika ada film animasi yang dibuat dengan hati dan tangan manusia HIDUP sedang mencetak sejarah, dia ikut2an bangga. Paham ga konteksnya? Paham ga kalo apa yang dilakuin itu sangat bertolakbelakang? Maka dari itu dihujat.","redbear9111 Buzzer ya? polos banget dah lu. Kita semua jelas paham, AI ga cuma sebatas buat gambar, tapi di kesehariannya gibran ini selalu promosi apapun pakai generatif gambar menggunakan AI. Terus sekarang, ketika ada film animasi yang dibuat dengan hati dan tangan manusia HIDUP sedang mencetak sejarah, dia ikut2an bangga. Paham ga konteksnya? Paham ga kalo apa yang dilakuin itu sangat bertolakbelakang? Maka dari itu dihujat.","negative","0.9971621036529541","2025-05-19 10:08:02","2025-05-19 10:05:35"
"SzXMacu80o8","@jaysasak","4 minggu yang lalu"," @redbear9111  Super Computer bukan AI, Super Computer itu hardware, AI itu software. P","redbear9111 Super Computer bukan AI, Super Computer itu hardware, AI itu software. P","neutral","0.9176961183547974","2025-05-19 10:08:02","2025-05-19 10:05:35"
